,productName,form,regularPrice,unitPrice,productURL,productSize,averageRating,reviewCount,inactiveIngredients
323,Men's Staminol Sexual Health,Capsules,$19.99,0.33,/store/c/gnc-men's-staminol-sexual-health/ID=300432510-product,60 ea ,0.0,na,"Dicalcium Phosphate,Gelatin,Water,Stearic Acid Vegetable Source,Magnesium,Stearate Vegetable Source,Silica,Sodium Lauryl Sulfate"
324,Multi + Omega-3 Gummies,Gummies,$16.99,0.28,/store/c/gnc-mega-men-multi---omega-3-gummies/ID=300432931-product,60 ea ,0.0,na,"Glucose Syrup,Sugar,Water,Gelatin,Less than 2% of:Citric Acid ,Colors ,Fumaric Acid ,Lactic Acid ,Natural Flavors ,Pectin"
325,Immune Gummies,na,$10.49,0.17,/store/c/country-farms-immune-gummies/ID=300427043-product,60 ea ,0.0,na,"glucose syrup,sugar,water,pectin,sodium ascorbate,trisodium citrate,natural flavor,paprika extract"
326,Women's 50+ Healthy Advantage Multivitamin,Tablets,$23.99,0.12,/store/c/one-a-day-women's-50--healthy-advantage-multivitamin/ID=300428560-product,200 ea ,0.0,na,"Calcium Carbonate,Microcrystalline Cellulose,Ascorbic Acid,Magnesium Oxide,Maltodextrin,Zinc Oxide,dl-Alpha-Tocopherol Acetate,Less than 2% of:Artificial Flavor ,Beta-Carotene ,Biotin ,Cholecalciferol ,Chromium Chloride ,Co"
327,"Vitapak Program, Health & Wellness",Caplets,$29.99,1.0,"/store/c/gnc-women's-vitapak-program,-health-%26-wellness/ID=300433294-product",30 ea ,0.0,na,"Microcrystalline Cellulose,Hydroxypropyl Methylcellulose,Cellulose,Maltodextrin,Stearic Acid Vegetable Source,Hydroxypropylcellulose,Less than 2%:alpha-Carotene ,Ascorbyl Palmitate ,BHA/BHT (Preservative) ,Calcium Silicate ,Ch,Microcrystalline Cellulose,Less than 2%:Corn Starch ,Croscarmellose Sodium ,Gum Arabic ,Hydroxypropyl Methylcellulose ,H,Fish Body Oil,Gelatin,Glycerin,Purified Water,Less than 2%:Ammonium Hydroxide ,Ethylcellulose ,Medium Chain Triglycerides ,Mixed Tocopherol,Gelatin,Microcrystalline Cellulose,Corn Starch,Magnesium Stearate Vegetable Source,Stearic Acid Vegetable Source,Dicalcium Phosphate,Less than 2%:Cellulose Gum ,Hydroxypropylcellulose ,Silicon Dioxide ,Sodium Lauryl Sulfate ,S"
328,Fermented Vitamin C,Tablets,$19.95,0.66,/store/c/new-chapter-fermented-vitamin-c/ID=300432526-product,30 ea ,0.0,na,"Ferment mediaorganic soy flour ,organic orange peel powder ,organic Saccharomyces cerevisiae,organic gum acacia,organic brown rice,silica,and organic coatingorganic tapioca maltodextrin ,organic sunflower lecithin ,organic palm oil ,and,Contains: Fermented soy"
329,Omega-3 Fish Oil Concentrate Softgels,Softgel,$13.99,0.12,/store/c/solgar-omega-3-fish-oil-concentrate-softgels/ID=300429318-product,120 ea ,0.0,na,"Gelatin,Vegetable Glycerin,Natural Mixed Tocopherols,Contains fish (anchovy, herring, mackerel, sardine)"
330,50-Plus Essentials VitaPak,Capsules,$29.99,1.0,/store/c/gnc-men's-50-plus-essentials-vitapak/ID=300432932-product,30 ea ,0.0,na,"Microcrystalline Cellulose,Stearic Acid,Maltodextrin,Croscarmellose Sodium,Less than 2%:Caramel (Color) ,Choline DL-Bitartrate ,Corn Oil ,Corn Starch ,Gum Arabic ,Hydro,Olive Oil,Gelatin,Glycerin,Purified Water,Caramel Color,Fish Oil,Gelatin,Glycerin,Purified Water,Natural Lemon Flavor,Mixed Tocopherols,Soybean Oil,Dicalcium Phosphate,Gelatin Capsule,Microcrystalline Cellulose,Stearic Acid Vegetable Source,Purified Water,Magnesium Stearate Vegetable Source,Silicon Dioxide,Maltodextrin"
331,Liquid Vitamin E (with dropper),Liquid,$14.92,14.92,/store/c/solgar-liquid-vitamin-e-(with-dropper)/ID=300427227-product,2 fl oz ,0.0,na,"Safflower Oil,Vegetable Oil"
332,Daily Multivitamin for Men,na,$9.99,0.12,/store/c/roman-daily-multivitamin-for-men/ID=300429628-product,60 ea ,0.0,na,"Microcrystalline Cellulose,Vegetable Stearic Acid,CoatingHydroxypropyl Methylcellulose ,Spirulina Extract [Color] ,Peppermint Oil [Natura,Croscarmellose Sodium,Calcium Silicate,Vegetable Magnesium Stearate"
333,Vitamin and Mineral Supplement with Lutein Tablets,na,$15.99,0.13,/store/c/ocuvite-vitamin-and-mineral-supplement-with-lutein-tablets/ID=prod5081-product,120 ea ,4.0,39,"Dibasic Calcium Phosphate,Microcrystalline Cellulose,Calcium Carbonate,Crosprovidone,Hydroxypropylmethylcellulose,Titanium Dioxide,Silicon Dioxide,Magnesium Stearate,Stearic Acid,FD&C Yellow 6 Aluminum Lake,Triethyl Citrate,Polysorbate 80,Sodium Lauryl Sulfate"
334,Dietary Supplement Tablets,na,$19.99,0.33,/store/c/bioxtron-dietary-supplement-tablets/ID=prod6335537-product,60 ea ,4.5,8,"Microcrystalline Cellulose,Calcium Carbonate Granulation,Gelatin,Magnesium Stearate"
335,Men's 50+ Complete Multi-Vitamin Tablets,na,$11.99,0.24,/store/c/alive!-men's-50--complete-multi-vitamin-tablets/ID=300417572-product,50 ea ,4.5,733,"cellulose,sodium croscarmellose,hydroxypropyl cellulose,stearic acid,hypromellose,magnesium stearate,polydextrose,silica,titanium dioxide color,riboflavin color,talc,medium chain triglycerides"
336,Women's MultiGummies Tropical Fruit,na,$12.99,0.13,/store/c/centrum-women's-multigummies-tropical-fruit/ID=300426221-product,100 ea ,4.5,133,"Sugar,Organic Tapioca Syrup,Water,Contains less than 2%: Annatto Seed Extract (color),Citric Acid,Fruit and Vegetable Juice Concentrates(Maqui Berry ,Purple/Black Carrot) (color),Natural Flavors,Organic Turmeric Rhizome Extract (color),Pectin,Sodium Citrate."
337,Men's MultiGummies Tropical Fruit,na,$12.99,0.13,/store/c/centrum-men's-multigummies-tropical-fruit/ID=300426238-product,100 ea ,4.5,72,"Sugar,Organic Tapioca Syrup,Water. Contains &less than 2%: Annatto Seed Extract (color),Citric Acid,Fruit and Vegetable Juice Concentrates (Maqui Berry,Purple/Black Carrot) (color),Natural Flavors,Organic Turmeric Rhizome Extract (color),Pectin,Sodium Citrate"
338,Completia Diabetic Multi-Vitamin Iron-Free,Tablets,$17.03,0.28,/store/c/nature's-way-completia-diabetic-multi-vitamin-iron-free/ID=300405669-product,60 ea ,5.0,1,"cellulose,stearic acid,hydroxypropyl cellulose,sodium croscarmellose,hypromellose,magnesium stearate,silica,glycerin"
339,Nitric Oxide,na,$29.99,0.3,/store/c/nugenix-nitric-oxide/ID=300427205-product,100 ea ,4.5,3,"Gelatin,Dicalcium Phosphate,Magnesium Stearate,Silica"
340,"Perfect Calm Multi Vitamin, Tablets",Tablets,$55.86,0.39,"/store/c/new-chapter-perfect-calm-multi-vitamin,-tablets/ID=prod6232702-product",144 ea ,4.5,7,"Organic Gum Acacia,Silica,Lac Resin,Carnauba (Copernicia Cerifera) Wax,Helianthus Annuus (Sunflower) Oil"
341,Prenatal Multivitamin + Probiotics Capsules,na,$22.99,0.51,/store/c/mommy's-bliss-prenatal-multivitamin---probiotics-capsules/ID=300416838-product,45 ea ,5.0,1,"Vegetable Cellulose,Potassium Bicarbonate"
342,Prenatal Multivitamin + Iron Capsules,na,$22.99,0.51,/store/c/mommy's-bliss-prenatal-multivitamin---iron-capsules/ID=300416839-product,45 ea ,4.5,27,"Magnesium Citrate,Magnesium Oxide,Vegetable Cellulose,Potassium Bicarbonate"
343,Prenatal Multivitamin + Algal DHA,na,$11.49,0.38,/store/c/walgreens-prenatal-multivitamin---algal-dha/ID=300405679-product,30 ea ,3.5,3,"Gelatin,Glycerin,Sunflower Oil,Purified Water,Contains 2% or less of:Yellow Beeswax ,Soy Lecithin ,Rosemary Extract and Ascorbic Acid (as antioxidant,CONTAINS: SOY"
344,"Antioxidant Multivitamin, Coated Tablets",Tablets,$21.99,0.22,"/store/c/oncovite-antioxidant-multivitamin,-coated-tablets/ID=prod6148024-product",100 ea ,4.5,153,"Ascorbic Acid (Vitamin C),Vitamin E Succinate,Microcrystalline Cellulose,Calcium Carbonate,Color Added,Pyridoxine Hydrochloride,Acrylic Resin,Croscarmellose Sodium,Vitamin A Acetate (Vitamin A),Magnesium Silicate,Zinc Oxide,Magnesium Stearate,Niacinamide,Ethyl Cellulose,Silicon Dioxide,D Calcium Pantothenate (Vitamin B5),Polyethylene Glycol,Food Glaze,Beta Carotene (Vitamin A),Ethyl Vanillin,Riboflavin (Vitamin B2),Folic Acid (Folate) Vitamin B12,Thiamine Monohydrate (Vitamin B1),Cholecalciferol (Vitamin D3),Cyanocobalamin (Vitamin B12)"
345,X-Ray Adult Multivitamin Formulated with Ginseng Tablets,Capsules,$15.99,0.18,/store/c/genomma-x-ray-adult-multivitamin-formulated-with-ginseng-tablets/ID=300414181-product,90 ea ,5.0,1,"Modified cellulose gum,Stearic Acid,Sodium Citrate,Silicon Dioxide,Magnesium Stearate,Polyvinyl Alcohol,Polyethylene Glycol,FD&amp;C Red #40 Lake,Talc,Titanium Dioxide"
346,Women's Complete Multivitamin Gummies,na,$22.99,0.19,/store/c/smartypants-women's-complete-multivitamin-gummies/ID=prod6333267-product,120 ea ,4.0,14,na
347,B Complex Multivitamin Supplement Tablets,Tablets,$5.29,0.05,/store/c/sundown-naturals-b-complex-multivitamin-supplement-tablets/ID=prod6021583-product,100 ea ,4.5,19,"Calcium Carbonate,Vegetable Cellulose,Natural Palm Leaf Glaze,Vegetable Magnesium Stearate"
348,The Essential Prenatal Multi Vitamins Vibrant Citrus,Gummies,$14.99,0.25,/store/c/olly-the-essential-prenatal-multi-vitamins-vibrant-citrus/ID=prod6356413-product,60 ea ,4.5,922,"Glucose Syrup,Beet Sugar,Water,Gelatin,Lactic Acid,Citric Acid,Natural Flavors,Vegetable Oilcoconut ,canola,Carnauba Wax (to prevent sticking),Coloring (from carrot, apple and black carrot juices),Pectin,Ascorbyl Palmitate (antioxidant),mixed Tocopherols (antioxidant)"
349,Multivitamin/ Mineral Supplement,Liquid,$32.56,2.04,/store/c/eldertonic-multivitamin/mineral-supplement/ID=300405354-product,16 oz ,5.0,4,"Sherry Wine,Sucrose,Sorbitol,FD&C Red #40,Purified Water"
350,"Women's Multivitamin + Omega-3 Gummies Lemon, Orange & Strawberry",na,$26.99,0.18,"/store/c/nature-made-women's-multivitamin---omega-3-gummies-lemon,-orange-%26-strawberry/ID=prod6331987-product",150 ea ,4.5,77,"Glucose Syrup,Sugar,Water,Gelatin,Citric Acid,Pectin,Natural Flavors,Malic Acid,Lactic Acid,Calcium Lactate,Colors Added (Including Carmine),Tocopherols"
351,Perfectil Multivitamin/ Mineral Supplement Tablets,na,$17.99,0.6,/store/c/vitabiotics-perfectil-multivitamin/mineral-supplement-tablets/ID=prod6377788-product,30 ea ,5.0,18,na
352,"by Alcon, Lutein Enriched Multivitamin, Coated Tablets",na,$26.99,0.27,"/store/c/icaps-by-alcon,-lutein-enriched-multivitamin,-coated-tablets/ID=prod1515039-product",100 ea ,4.5,26,"Calcium Carbonate,Gelatin,Hypromellose,Microcrystalline Cellulose,Starch,Silicon Dioxide,Magnesium Stearate,Polyvinyl Alcohol,Polyethylene Glycol,FD&C Blue #2 Lake,Sorbic Acid,Maltodextrin,Rosemary,Sucrose,Talc,Titanium Dioxide,Glucose,Sodium Benzoate,Dicalcium Phosphate,Sodium Ascorbate,Sodium Chloride,Sodium Sulfate,D Alpha Tocopheryl AcetateVitamin E,Acacia,Triglycerides,Citric Acid,Sodium Citrate,Trace Metals"
353,Perfectil Skin Multivitamin/ Mineral Supplement Tablets + Capsules,na,$34.99,0.58,/store/c/vitabiotics-perfectil-skin-multivitamin/mineral-supplement-tablets---capsules/ID=prod6377775-product,60 ea ,5.0,3,na
354,Prenatal Gummy Vitamins Raspberry Lemonade,Gummies,$15.99,9999999.0,/store/c/vitafusion-prenatal-gummy-vitamins-raspberry-lemonade/ID=prod6037506-product,90 ea ,4.5,340,"Glucose Syrup,Sugar,Water,Gelatin,Less than 2% of: Citric Acid,ColorsBlueberry and Carrot Concentrates ,Purple Carrot Juice Concentrate,Fumaric Acid,Lactic Acid,Natural Flavors"
355,Prenatal Formula Gummies,Gummies,$22.99,28.74,/store/c/smartypants-prenatal-formula-gummies/ID=prod6286362-product,80 ea ,4.0,371,"Organic Tapioca Syrup,Organic Cane Sugar,Gelatin,Pectin,Citric Acid,Natural Flavors,Colors AddedOrganic Black Carrot Juice Concentrate ,Organic Turmeric,Organic Sunflower Oil,Organic Carnauba Wax"
356,Prenatal Multivitamin Gummies,Gummies,$19.99,0.33,/store/c/one-a-day-prenatal-multivitamin-gummies/ID=prod6338379-product,60 ea ,4.0,397,"Glucose Syrup,Sugar,Gelatin,Water,Algal Oil,Ascorbic Acid,Less than 2% of: Beeswax,Biotin,Carnauba Wax,Cholecalciferol,Citric Acid,Colors (Carrot,Cherry,and Pumpkin Juice Concentrates),Cyanocobalamin,D-Calcium Pantothenate,dl-Alpha Tocopheryl Acetate,Folic Acid,Monk Fruit (Luo Han Guo) Extract,Natural Flavor,Niacinamide,Pectin,Potassium Iodide,Pyridoxine Hydrochloride,Vegetable Oil (Palm),Vitamin A Acetate,Zinc Sulfate"
357,Postnatal Complete Multivitamin,Tablets,$33.99,0.57,/store/c/one-a-day-postnatal-complete-multivitamin/ID=300428039-product,60 ea ,4.5,161,"Omega-3 Fish Oil,Calcium Carbonate,Gelatin,Glycerin,Ascorbic Acid,Yellow Beeswax,Less than 2% of:Beta-Carotene ,Carbonyl Iron ,Cholecalciferol ,Color (Annatto Extract [seed]) ,C"
358,"Prenatal Gummies + Algal DHA Raspberry, Lemon",na,$15.99,0.27,"/store/c/walgreens-prenatal-gummies---algal-dha-raspberry,-lemon/ID=300407264-product",60 ea ,1.0,17,"Malt Syrup,Sugar,Purified Water USP,Algal Oil,Contains 2% or less of: annatto (color),ascorbic acid,biotin,black/purple carrot juice concentrate (color),carnauba wax,cholecalciferol,citric acid,cyanocobalamin,D-calcium pantothenate,dl-alpha tocopheryl acetate,folic acid,medium chain triglycerides,natural lemon flavor,natural raspberry flavor,nicotinamide,pectin,potassium iodide,pyridoxine hydrochloride,retinyl acetate,sodium citrate,sodium hexametaphosphate,soybean oil,zinc citrate,Contains: Soy"
359,Prenatal Multi + DHA Softgels,na,$31.99,0.36,/store/c/nature-made-prenatal-multi---dha-softgels/ID=prod6358217-product,90 ea ,4.0,50,"Gelatin,Glycerin,Rapeseed Lecithin,Soybean Oil,Water,Dibasic Calcium Phosphate,Yellow Beeswax,Tocopherols,Resin,Ascorbyl Palmitate"
360,"Prenatal Advanced Multivitamin With Choline, DHA, Folic Acid and Iron",Gels,$36.99,0.31,"/store/c/one-a-day-prenatal-advanced-multivitamin-with-choline,-dha,-folic-acid-and-iron/ID=300402345-product",120 ea ,4.5,235,"Omega-3 Fish Oil,Calcium Carbonate,Gelatin,Glycerin,Calcium Ascorbate,Yellow Beeswax,Magnesium Oxide,Less than 2% of: Beta-Carotene,Biotin,Carbonyl Iron,Color (Annatto Extract [seed]),Cupric Oxide,Cyanocobalamin,d-Alpha-Tocopherol,D-Calcium Pantothenate,Folic Acid,Niacinamide,Potassium Iodide,Purified Water,Pyridoxine Hydrochloride,Retinyl Palmitate,Riboflavin,Soy Lecithin,Thiamine Mononitrate,Vitamin D3 (Cholecalciferol),Zinc Oxide,Choline Bitartrate,Dicalcium Phosphate,Microcrystalline Cellulose,Food Starch-Modified,Acacia,Less than 2% of: Carnauba Wax,Hydroxypropyl Methylcellulose,Inulin,Magnesium Stearate,Medium Chain Triglycerides"
361,Prenatal Multivitamin Plus DHA Softgels,Softgel,$10.99,0.37,/store/c/walgreens-prenatal-multivitamin-plus-dha-softgels/ID=prod6255947-product,30 ea ,4.5,34,"Gelatin,Glycerin,Sunflower Oil,Purified Water,Soy Lecithin,Rosemary Extract and Ascorbic Acid (as antioxidants),Titanium Dioxide,FD&C Red #40 and FD&C Blue #1,Canola Oil,Corn Oil,Contains 2% of less of: Yellow Beeswax"
362,Prenatal Advanced Multivitamin,Gels,$19.99,0.33,/store/c/one-a-day-prenatal-advanced-multivitamin/ID=300401794-product,60 ea ,4.5,235,"Omega-3 Fish Oil,Calcium Carbonate,Gelatin,Glycerin,Calcium Ascorbate,Yellow Beeswax,Magnesium Oxide,Biotin,Carbonyl Iron,Color (Annatto Extract [seed]),Cupric Oxide,Cyanocobalamin,d-Alpha-Tocopherol,D-Calcium Pantothenate,Folic Acid,Niacinamide,Potassium Iodide,Purified Water,Pyridoxine Hydrochloride,Retinyl Palmitate,Riboflavin,Soy Lecithin,Thiamine Mononitrate,Vitamin D3 (Cholecalciferol),Zinc Oxide,Less than 2% of: Beta-Carotene,Choline Bitartrate,Dicalcium Phosphate,Microcrystalline Cellulose,Food Starch-Modified,Acacia,Less than 2% of: Carnauba Wax,Hydroxypropyl Methylcellulose,Inulin,Magnesium Stearate,Medium Chain Triglycerides"
363,Prenatal Multi + DHA Softgels,na,$25.99,0.43,/store/c/nature-made-prenatal-multi---dha-softgels/ID=prod6102766-product,60 ea ,3.5,83,"Gelatin,Glycerin,Rapeseed Lecithin,Soybean Oil,Water,Dibasic Calcium Phosphate,Yellow Beeswax,Tocopherols,Resin,Ascorbyl Palmitate"
364,Prenatal Multivitamin with Folic Acid Tablets,na,$19.99,0.22,/store/c/nature-made-prenatal-multivitamin-with-folic-acid-tablets/ID=prod2499518-product,90 ea ,4.0,21,"Cellulose Gel,Modified Food Starch,Maltodextrin,Hydrogenated Soybean Oil,Dibasic Calcium Phosphate,Croscarmellose Sodium,Hypromellose,Silicon Dioxide,Magnesium Stearate,Gelatin,Polyethylene Glycol"
365,Prenatal Gummies with DHA and Folic Acid,Gummies,$19.99,0.33,/store/c/nature-made-prenatal-gummies-with-dha-and-folic-acid/ID=prod6074778-product,60 ea ,4.0,70,"Sugar,Glucose Syrup,Water,Gelatin,Lactic Acid,Calcium Lactate,Citric Acid,Malic Acid,Sucrose Fatty Acid Esters,Color Added,Natural Flavors,Tocopherols"
366,Once Daily Prenatal Multivitamin,na,$15.99,0.53,/store/c/walgreens-once-daily-prenatal-multivitamin/ID=300428269-product,30 ea ,4.5,35,"Gelatin (bovine),Glycerin,Purified Water,Yellow Beeswax,Sunflower Lecithin,Vegetable Juice & Annatto (as colors),Sunflower Oil and Safflower Oil"
367,Two-Step Prenatal Multivitamin with DHA & Choline,na,$29.99,0.25,/store/c/walgreens-two-step-prenatal-multivitamin-with-dha-%26-choline/ID=300425970-product,120 ea ,3.0,6,"Calcium Carbonate,Fish Oil,Gelatin,Sunflower Oil,Glycerin,Ascorbic Acid,Yellow Beeswax,Magnesium Oxide,dl-Alpha Tocopheryl Acetate,Contains 2% or less of annatto seed extract (color),beta-carotene,biotin,carbonyl iron,cholecalciferol,cupric oxide,cyanocobalamin,D-calcium pantothenate,folic acid,niacinamide,potassium iodide,purified water USP,pyridoxine hydrochloride,retinyl palmitate,riboflavin,sunflower lecithin,thiamine mononitrate,zinc oxide,Contains: Fish (anchovy).,Choline Bitartrate,Microcrystalline Cellulose,Dicalcium Phosphate,Contains 2% or less of carnauba wax,croscarmellose sodium,hydroxypropyl methylcellulose,magnesium stearate,polyethylene glycol,stearic acid."
368,Perfect Prenatal Multivitamin,Tablets,$68.97,0.26,/store/c/new-chapter-perfect-prenatal-multivitamin/ID=prod6329500-product,270 ea ,4.5,68,"Ferment mediaorganic soy flour ,organic gum acacia ,organic Saccharomyces cerevisiae ,organic,organic gum acacia,silicon dioxide,magnesium stearate,lac resin,carnauba wax"
369,Alive! Prenatal Multivitamin Gummies Strawberry/ Lemon,Gummies,$16.49,0.18,/store/c/nature's-way-alive!-prenatal-multivitamin-gummies-strawberry/lemon/ID=prod6331980-product,90 EA ,3.5,7,"Sucrose,Glucose Syrup,Purified Water,Pectin,Natural Flavors,Citric Acid,Sodium Citrate,Vegetable And Fruit Juice Colors,Coconut Oil,Carnauba Wax"
370,Organic Prenatal Dietary Supplement,na,$26.99,0.3,/store/c/smartypants-organic-prenatal-dietary-supplement/ID=300414182-product,90 ea ,4.0,231,"organic tapioca syrup,organic cane sugar,pectin,organic lemon concentrate,sodium citrate,organic natural flavors,colors addedorganic maqui berry ,organic black carrot juice concentrate,organic sunflower oil,organic carnauba wax"
371,Prenatal Gummy,Gummies,$17.31,0.23,/store/c/alive!-prenatal-gummy/ID=prod6289663-product,75 EA ,3.5,14,"Cane Sugar,organic tapioca syrup,purified water,pectin,citric acid,natural flavors,sodium citrate,vegetable and fruit juice colors,coconut oil,beeswax"
372,Prenatal Multivitamin Gummies,Gummies,$31.83,0.27,/store/c/one-a-day-prenatal-multivitamin-gummies/ID=prod6338713-product,120 ea ,4.0,352,"Glucose Syrup,Sugar,Gelatin,Water,Algal Oil,Ascorbic Acid; Less than 2% of: Beeswax,Biotin,Carnauba Wax,Cholecalciferol,Citric Acid,Colors (Carrot,Cherry,and Pumpkin Juice Concentrates),Cyanocobalamin,D-Calcium Pantothenate,dl-Alpha Tocopheryl Acetate,Folic Acid,Monk Fruit (Luo Han Guo) Extract,Natural Flavor,Niacinamide,Pectin,Potassium Iodide,Pyridoxine Hydrochloride,Vegetable Oil (Palm),Vitamin A Acetate,Zinc Sulfate."
373,Sugar Free Prenatal Multivitamin DHA + Zinc,Gummies,$13.21,0.22,/store/c/mason-natural-sugar-free-prenatal-multivitamin-dha---zinc/ID=300413888-product,60 ea ,4.0,1,"Maltitol,Isomalt,water,citrus pectin,citric acid,sodium citrate,natural banana and orange flavors,beta carotene,masking flavor,maltodextrin"
374,Postnatal Multivitamin + DHA 200 mg,Softgel,$18.35,0.31,/store/c/nature-made-postnatal-multivitamin---dha-200-mg/ID=prod6143219-product,60 ea ,4.0,25,"Gelatin,Rapeseed Lecithin,Glycerin,Soybean Oil,Water,Dibasic Calcium Phosphate,Yellow Beeswax,Tocopherols,Resin,Ascorbyl Palmitate"
375,"For Women, Capsules",Capsules,$28.99,0.32,"/store/c/fertilityblend-for-women,-capsules/ID=prod6102811-product",90 ea ,4.0,63,"Rice Flour Powder,Magnesium Stearate,Silica"
376,Prenatal Vitamin & Mineral Formula,Capsules,$6.89,0.11,/store/c/nature's-truth-prenatal-vitamin-%26-mineral-formula/ID=prod6305125-product,60 ea ,4.0,4,"Gelatin Capsule,Vegetable Magnesium Stearate,Rice Powder,Silica"
377,Perfect Prenatal Multivitamin,Tablets,$17.37,0.36,/store/c/new-chapter-perfect-prenatal-multivitamin/ID=prod6330565-product,48 ea ,4.5,60,"Ferment mediaorganic soy flour ,organic Saccharomyces cerevisiae ,organic orange peel powder,organic gum acacia,silica,magnesium stearate,lac resin,and carnauba wax,Contains: Fermented soy."
378,Dr. Formulated Prenatal Multi + DHA Softgels,na,$19.99,0.67,/store/c/garden-of-life-dr.-formulated-prenatal-multi---dha-softgels/ID=300429203-product,30 ea ,4.5,51,"PureSeaOmega3 Mercury Free Tuna Oil with naturally ocurring SPMs,Non-GMO PlantGEL Softgel (with natural colorant,and flavor),Non-GMO Sunflower (Oil and Lecithin),Candelilla Wax,Non-GMO Rosemary Extract,Total DPA (Docosapentaenic Acid)"
379,"Prenatal One Multivitamin, Tablets",Tablets,$47.99,0.32,"/store/c/rainbow-light-prenatal-one-multivitamin,-tablets/ID=prod6054631-product",150 ea ,4.5,240,"Microcristalline Cellulose,Stearic Acid,Modified Cellulose,Silica. Coating: Vegetable Food Glaze (Hydroxy Propyl Cellulose,Pharmaceutical Glaze)"
380,Prenatal Petite Mini-Tablet Non-GMO Project Verified,Tablets,$49.99,0.28,/store/c/rainbow-light-prenatal-petite-mini-tablet-non-gmo-project-verified/ID=prod6155932-product,180 ea ,4.5,74,"Other ingredients: Microcrystalline cellulose,croscarmellose sodium,coating (hydroxypropyl cellulose),magnesium stearate,stearic acid,silicon dioxide,Contains milk,soy,and wheat traces from enzyme fermentation media."
381,"Perfect Prenatal Multivitamin, Tablets",Tablets,$48.99,0.51,"/store/c/new-chapter-perfect-prenatal-multivitamin,-tablets/ID=prod6330569-product",96 ea ,4.5,61,"Gum Acaciaorganic,Silica,Lac Resin,Carnauba (Copernicia Cerifera) Wax"
382,Prenatal DHA,Softgel,$28.99,0.32,/store/c/nordic-naturals-prenatal-dha/ID=300421737-product,90 ea ,4.5,60,"Purified deep sea fish oilfrom anchovies and sardines,softgel capsulegelatin ,glycerin ,water,d-alpha tocopherolantioxidant,vitamin D3olive oil ,cholecalciferol"
383,Ultra Prenatal Softgels,Softgel,$21.99,0.37,/store/c/olly-ultra-prenatal-softgels/ID=300426505-product,60 ea ,4.5,42,"Gelatin,Glycerin,Water,Beeswax,Sunflower Lecithin,Natural Flavors,Iron Oxide,Carmine,Annatto,Titanium Dioxide"
384,Organic Prenatal Cirtrus and Strawberry,Gummies,$15.49,0.26,/store/c/hello-bello-organic-prenatal-cirtrus-and-strawberry/ID=300416235-product,60 ea ,3.5,4,"Organic Sugar,Organic Tapioca Syrup,Water,Pectin,Natural Flavors,Organic Lemon Concentrate,Sodium Citrate,Natural ColorsOrganic Black Carrot ,Organic Annatto,Corn Starch"
385,Prenatal Multivitamin with Folic Acid Tablets,Tablets,$27.49,0.11,/store/c/nature-made-prenatal-multivitamin-with-folic-acid-tablets/ID=prod4136608-product,250 ea ,4.5,25,"Cellulose Gel,Modified Food Starch,Maltodextrin,Dibasic Calcium Phosphate,Croscarmellose Sodium,Hypromellose,Silicon Dioxide,Magnesium Stearate,Gelatin,Polyethylene Glycol."
386,Prenatal Vitamin & Mineral Supplement Softgels,Capsules,$21.65,0.72,/store/c/enfamom-prenatal-vitamin-%26-mineral-supplement-softgels/ID=300402608-product,30 ea ,4.5,292,"Bovine gelatin,glycerin,medium chain triglycerides,yellow beeswax,purified water,soy lecithin,annatto color"
387,Children's Complete Multivitamin Gummies,Gummies,$7.99,0.11,/store/c/flintstones-children's-complete-multivitamin-gummies/ID=prod6179786-product,70 ea ,4.5,486,"Glucose Syrup,Sugar,Water,Gelatin,Less Than 2% of: Ascorbic Acid,Bees Wax,Carnauba Wax,Citric Acid,ColorApple ,Black Currant and Carrot Juice Concentrates,D-Biotin,D-Calcium Pantothenate,Folic Acid,Natural Flavor,Potassium Iodide,Pyridoxine Hydrochloride,Vegetable Oil (Palm),Vitamin A Acetate,Vitamin B12 (Cyanocobalamin),Vitamin D3 (Cholecalciferol),Vitamin E Acetate,Zinc Sulfate"
388,Children's Chewable Multivitamins with Iron Orange,Chewables,$7.99,0.13,/store/c/flintstones-children's-chewable-multivitamins-with-iron-orange/ID=prod3452-product,60 ea ,3.5,260,"Sorbitol,Mannitol,Fructose (adds trivial amount of sugar),Sodium Ascorbate,Ferrous Fumarate,Silicon Dioxide,Carrageenan,Natural and Artificial Flavors,FD&C Red #40 Aluminum Lake,Less Than 2% of: Beta-Carotene,Cholecalciferol,Cyanocobalamin,D-Calcium Pantothenate,dl-Alpha-Tocopheryl Acetate,FD&C Blue #2 Aluminum Lake,FD&C Yellow #6 Aluminum Lake,Folic Acid,Gelatin,Magnesium Stearate,Niacinamide,Pyridoxine Hydrochloride,Riboflavin,Thiamine Mononitrate,Vitamin A Acetate,Contains: Soy"
389,Kids Multi + Probiotic Gummies Yummy Berry Punch,Gummies,$14.99,0.21,/store/c/olly-kids-multi---probiotic-gummies-yummy-berry-punch/ID=prod6350181-product,70 ea ,4.5,268,"Cane Sugar,Glucose Syrup,Water,Gelatin,Coloring from purple carrot juice,Natural Flavors,Tartaric Acid,Citric Acid,Lactic Acid,Mixed Tocopherols (antioxidant)"
